period,respondent,respondent-name,fueltype,type-name,value,value-units
2025-06-29 22:00:00,FPL,Florida Power & Light Co.,SUN,Solar,1563.0,megawatthours
2025-06-29 21:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,17410.0,megawatthours
2025-06-29 21:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3709.0,megawatthours
2025-06-29 21:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-29 21:00:00,FPL,Florida Power & Light Co.,OTH,Other,415.0,megawatthours
2025-06-29 21:00:00,FPL,Florida Power & Light Co.,SUN,Solar,2434.0,megawatthours
2025-06-29 20:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,16494.0,megawatthours
2025-06-29 20:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3713.0,megawatthours
2025-06-29 20:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-29 20:00:00,FPL,Florida Power & Light Co.,OTH,Other,429.0,megawatthours
2025-06-29 20:00:00,FPL,Florida Power & Light Co.,SUN,Solar,3828.0,megawatthours
2025-06-29 19:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,14859.0,megawatthours
2025-06-29 19:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3714.0,megawatthours
2025-06-29 19:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-29 19:00:00,FPL,Florida Power & Light Co.,OTH,Other,464.0,megawatthours
2025-06-29 19:00:00,FPL,Florida Power & Light Co.,SUN,Solar,5039.0,megawatthours
2025-06-29 18:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,13885.0,megawatthours
2025-06-29 18:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3712.0,megawatthours
2025-06-29 18:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-29 18:00:00,FPL,Florida Power & Light Co.,OTH,Other,450.0,megawatthours
2025-06-29 18:00:00,FPL,Florida Power & Light Co.,SUN,Solar,5643.0,megawatthours
2025-06-29 17:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,12961.0,megawatthours
2025-06-29 17:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3716.0,megawatthours
2025-06-29 17:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-29 17:00:00,FPL,Florida Power & Light Co.,OTH,Other,475.0,megawatthours
2025-06-29 17:00:00,FPL,Florida Power & Light Co.,SUN,Solar,5515.0,megawatthours
2025-06-29 16:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,11586.0,megawatthours
2025-06-29 16:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3718.0,megawatthours
2025-06-29 16:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-29 16:00:00,FPL,Florida Power & Light Co.,OTH,Other,341.0,megawatthours
2025-06-29 16:00:00,FPL,Florida Power & Light Co.,SUN,Solar,5394.0,megawatthours
2025-06-29 15:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,10212.0,megawatthours
2025-06-29 15:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3717.0,megawatthours
2025-06-29 15:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-29 15:00:00,FPL,Florida Power & Light Co.,OTH,Other,309.0,megawatthours
2025-06-29 15:00:00,FPL,Florida Power & Light Co.,SUN,Solar,4858.0,megawatthours
2025-06-29 14:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,9241.0,megawatthours
2025-06-29 14:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3718.0,megawatthours
2025-06-29 14:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-29 14:00:00,FPL,Florida Power & Light Co.,OTH,Other,247.0,megawatthours
2025-06-29 14:00:00,FPL,Florida Power & Light Co.,SUN,Solar,3556.0,megawatthours
2025-06-29 13:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,8467.0,megawatthours
2025-06-29 13:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3719.0,megawatthours
2025-06-29 13:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-29 13:00:00,FPL,Florida Power & Light Co.,OTH,Other,170.0,megawatthours
2025-06-29 13:00:00,FPL,Florida Power & Light Co.,SUN,Solar,2207.0,megawatthours
2025-06-29 12:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,8325.0,megawatthours
2025-06-29 12:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3724.0,megawatthours
2025-06-29 12:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-29 12:00:00,FPL,Florida Power & Light Co.,OTH,Other,125.0,megawatthours
2025-06-29 12:00:00,FPL,Florida Power & Light Co.,SUN,Solar,668.0,megawatthours
2025-06-29 11:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,8590.0,megawatthours
2025-06-29 11:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3725.0,megawatthours
2025-06-29 11:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-29 11:00:00,FPL,Florida Power & Light Co.,OTH,Other,128.0,megawatthours
2025-06-29 11:00:00,FPL,Florida Power & Light Co.,SUN,Solar,12.0,megawatthours
2025-06-29 10:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,8679.0,megawatthours
2025-06-29 10:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3733.0,megawatthours
2025-06-29 10:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-29 10:00:00,FPL,Florida Power & Light Co.,OTH,Other,125.0,megawatthours
2025-06-29 10:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2025-06-29 09:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,8830.0,megawatthours
2025-06-29 09:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3733.0,megawatthours
2025-06-29 09:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-29 09:00:00,FPL,Florida Power & Light Co.,OTH,Other,126.0,megawatthours
2025-06-29 09:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2025-06-29 08:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,9043.0,megawatthours
2025-06-29 08:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3728.0,megawatthours
2025-06-29 08:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-29 08:00:00,FPL,Florida Power & Light Co.,OTH,Other,127.0,megawatthours
2025-06-29 08:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2025-06-29 07:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,9503.0,megawatthours
2025-06-29 07:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3725.0,megawatthours
2025-06-29 07:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-29 07:00:00,FPL,Florida Power & Light Co.,OTH,Other,122.0,megawatthours
2025-06-29 07:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2025-06-29 06:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,10267.0,megawatthours
2025-06-29 06:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3725.0,megawatthours
2025-06-29 06:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-29 06:00:00,FPL,Florida Power & Light Co.,OTH,Other,127.0,megawatthours
2025-06-29 06:00:00,FPL,Florida Power & Light Co.,SUN,Solar,-1.0,megawatthours
2025-06-29 05:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,11376.0,megawatthours
2025-06-29 05:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3722.0,megawatthours
2025-06-29 05:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-29 05:00:00,FPL,Florida Power & Light Co.,OTH,Other,135.0,megawatthours
2025-06-29 05:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2025-06-29 04:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,13094.0,megawatthours
2025-06-29 04:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3719.0,megawatthours
2025-06-29 04:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-29 04:00:00,FPL,Florida Power & Light Co.,OTH,Other,174.0,megawatthours
2025-06-29 04:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2025-06-29 03:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,14547.0,megawatthours
2025-06-29 03:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3713.0,megawatthours
2025-06-29 03:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-29 03:00:00,FPL,Florida Power & Light Co.,OTH,Other,313.0,megawatthours
2025-06-29 03:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2025-06-29 02:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,15941.0,megawatthours
2025-06-29 02:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3712.0,megawatthours
2025-06-29 02:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-29 02:00:00,FPL,Florida Power & Light Co.,OTH,Other,399.0,megawatthours
2025-06-29 02:00:00,FPL,Florida Power & Light Co.,SUN,Solar,1.0,megawatthours
2025-06-29 01:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,17327.0,megawatthours
2025-06-29 01:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3710.0,megawatthours
2025-06-29 01:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-29 01:00:00,FPL,Florida Power & Light Co.,OTH,Other,415.0,megawatthours
2025-06-29 01:00:00,FPL,Florida Power & Light Co.,SUN,Solar,56.0,megawatthours
2025-06-29 00:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,17882.0,megawatthours
2025-06-29 00:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3708.0,megawatthours
2025-06-29 00:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-29 00:00:00,FPL,Florida Power & Light Co.,OTH,Other,453.0,megawatthours
2025-06-29 00:00:00,FPL,Florida Power & Light Co.,SUN,Solar,642.0,megawatthours
2025-06-28 23:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,18239.0,megawatthours
2025-06-28 23:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3702.0,megawatthours
2025-06-28 23:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-28 23:00:00,FPL,Florida Power & Light Co.,OTH,Other,457.0,megawatthours
2025-06-28 23:00:00,FPL,Florida Power & Light Co.,SUN,Solar,1703.0,megawatthours
2025-06-28 22:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,18560.0,megawatthours
2025-06-28 22:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3706.0,megawatthours
2025-06-28 22:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-28 22:00:00,FPL,Florida Power & Light Co.,OTH,Other,680.0,megawatthours
2025-06-28 22:00:00,FPL,Florida Power & Light Co.,SUN,Solar,2091.0,megawatthours
2025-06-28 21:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,18913.0,megawatthours
2025-06-28 21:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3707.0,megawatthours
2025-06-28 21:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-28 21:00:00,FPL,Florida Power & Light Co.,OTH,Other,475.0,megawatthours
2025-06-28 21:00:00,FPL,Florida Power & Light Co.,SUN,Solar,2463.0,megawatthours
2025-06-28 20:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,17766.0,megawatthours
2025-06-28 20:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3710.0,megawatthours
2025-06-28 20:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-28 20:00:00,FPL,Florida Power & Light Co.,OTH,Other,334.0,megawatthours
2025-06-28 20:00:00,FPL,Florida Power & Light Co.,SUN,Solar,3897.0,megawatthours
2025-06-28 19:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,16235.0,megawatthours
2025-06-28 19:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3715.0,megawatthours
2025-06-28 19:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-28 19:00:00,FPL,Florida Power & Light Co.,OTH,Other,368.0,megawatthours
2025-06-28 19:00:00,FPL,Florida Power & Light Co.,SUN,Solar,5332.0,megawatthours
2025-06-28 18:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,15163.0,megawatthours
2025-06-28 18:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3719.0,megawatthours
2025-06-28 18:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-28 18:00:00,FPL,Florida Power & Light Co.,OTH,Other,416.0,megawatthours
2025-06-28 18:00:00,FPL,Florida Power & Light Co.,SUN,Solar,5619.0,megawatthours
2025-06-28 17:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,13750.0,megawatthours
2025-06-28 17:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3725.0,megawatthours
2025-06-28 17:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-28 17:00:00,FPL,Florida Power & Light Co.,OTH,Other,480.0,megawatthours
2025-06-28 17:00:00,FPL,Florida Power & Light Co.,SUN,Solar,5783.0,megawatthours
2025-06-28 16:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,12793.0,megawatthours
2025-06-28 16:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3724.0,megawatthours
2025-06-28 16:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-28 16:00:00,FPL,Florida Power & Light Co.,OTH,Other,452.0,megawatthours
2025-06-28 16:00:00,FPL,Florida Power & Light Co.,SUN,Solar,5278.0,megawatthours
2025-06-28 15:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,11344.0,megawatthours
2025-06-28 15:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3724.0,megawatthours
2025-06-28 15:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-28 15:00:00,FPL,Florida Power & Light Co.,OTH,Other,286.0,megawatthours
2025-06-28 15:00:00,FPL,Florida Power & Light Co.,SUN,Solar,5054.0,megawatthours
2025-06-28 14:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,9804.0,megawatthours
2025-06-28 14:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3727.0,megawatthours
2025-06-28 14:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-28 14:00:00,FPL,Florida Power & Light Co.,OTH,Other,285.0,megawatthours
2025-06-28 14:00:00,FPL,Florida Power & Light Co.,SUN,Solar,4387.0,megawatthours
2025-06-28 13:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,9109.0,megawatthours
2025-06-28 13:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3728.0,megawatthours
2025-06-28 13:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-28 13:00:00,FPL,Florida Power & Light Co.,OTH,Other,206.0,megawatthours
2025-06-28 13:00:00,FPL,Florida Power & Light Co.,SUN,Solar,2656.0,megawatthours
2025-06-28 12:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,9172.0,megawatthours
2025-06-28 12:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3728.0,megawatthours
2025-06-28 12:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-28 12:00:00,FPL,Florida Power & Light Co.,OTH,Other,144.0,megawatthours
2025-06-28 12:00:00,FPL,Florida Power & Light Co.,SUN,Solar,800.0,megawatthours
2025-06-28 11:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,9400.0,megawatthours
2025-06-28 11:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3733.0,megawatthours
2025-06-28 11:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-28 11:00:00,FPL,Florida Power & Light Co.,OTH,Other,125.0,megawatthours
2025-06-28 11:00:00,FPL,Florida Power & Light Co.,SUN,Solar,14.0,megawatthours
2025-06-28 10:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,9371.0,megawatthours
2025-06-28 10:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3733.0,megawatthours
2025-06-28 10:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-28 10:00:00,FPL,Florida Power & Light Co.,OTH,Other,122.0,megawatthours
2025-06-28 10:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2025-06-28 09:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,9403.0,megawatthours
2025-06-28 09:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3732.0,megawatthours
2025-06-28 09:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-28 09:00:00,FPL,Florida Power & Light Co.,OTH,Other,126.0,megawatthours
2025-06-28 09:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2025-06-28 08:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,9702.0,megawatthours
2025-06-28 08:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3731.0,megawatthours
2025-06-28 08:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-28 08:00:00,FPL,Florida Power & Light Co.,OTH,Other,125.0,megawatthours
2025-06-28 08:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2025-06-28 07:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,10274.0,megawatthours
2025-06-28 07:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3731.0,megawatthours
2025-06-28 07:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-28 07:00:00,FPL,Florida Power & Light Co.,OTH,Other,123.0,megawatthours
2025-06-28 07:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2025-06-28 06:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,11082.0,megawatthours
2025-06-28 06:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3725.0,megawatthours
2025-06-28 06:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-28 06:00:00,FPL,Florida Power & Light Co.,OTH,Other,122.0,megawatthours
2025-06-28 06:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2025-06-28 05:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,12372.0,megawatthours
2025-06-28 05:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3723.0,megawatthours
2025-06-28 05:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-28 05:00:00,FPL,Florida Power & Light Co.,OTH,Other,123.0,megawatthours
2025-06-28 05:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2025-06-28 04:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,13775.0,megawatthours
2025-06-28 04:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3722.0,megawatthours
2025-06-28 04:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-28 04:00:00,FPL,Florida Power & Light Co.,OTH,Other,200.0,megawatthours
2025-06-28 04:00:00,FPL,Florida Power & Light Co.,SUN,Solar,-1.0,megawatthours
2025-06-28 03:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,14993.0,megawatthours
2025-06-28 03:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3719.0,megawatthours
2025-06-28 03:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-28 03:00:00,FPL,Florida Power & Light Co.,OTH,Other,243.0,megawatthours
2025-06-28 03:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2025-06-28 02:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,16205.0,megawatthours
2025-06-28 02:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3716.0,megawatthours
2025-06-28 02:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-28 02:00:00,FPL,Florida Power & Light Co.,OTH,Other,308.0,megawatthours
2025-06-28 02:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2025-06-28 01:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,16778.0,megawatthours
2025-06-28 01:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3716.0,megawatthours
2025-06-28 01:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-28 01:00:00,FPL,Florida Power & Light Co.,OTH,Other,316.0,megawatthours
2025-06-28 01:00:00,FPL,Florida Power & Light Co.,SUN,Solar,50.0,megawatthours
2025-06-28 00:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,16978.0,megawatthours
2025-06-28 00:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3712.0,megawatthours
2025-06-28 00:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-28 00:00:00,FPL,Florida Power & Light Co.,OTH,Other,405.0,megawatthours
2025-06-28 00:00:00,FPL,Florida Power & Light Co.,SUN,Solar,625.0,megawatthours
2025-06-27 23:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,17657.0,megawatthours
2025-06-27 23:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3713.0,megawatthours
2025-06-27 23:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-27 23:00:00,FPL,Florida Power & Light Co.,OTH,Other,559.0,megawatthours
2025-06-27 23:00:00,FPL,Florida Power & Light Co.,SUN,Solar,1302.0,megawatthours
2025-06-27 22:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,18066.0,megawatthours
2025-06-27 22:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3711.0,megawatthours
2025-06-27 22:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-27 22:00:00,FPL,Florida Power & Light Co.,OTH,Other,491.0,megawatthours
2025-06-27 22:00:00,FPL,Florida Power & Light Co.,SUN,Solar,2219.0,megawatthours
2025-06-27 21:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,17844.0,megawatthours
2025-06-27 21:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3715.0,megawatthours
2025-06-27 21:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-27 21:00:00,FPL,Florida Power & Light Co.,OTH,Other,411.0,megawatthours
2025-06-27 21:00:00,FPL,Florida Power & Light Co.,SUN,Solar,2963.0,megawatthours
2025-06-27 20:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,17198.0,megawatthours
2025-06-27 20:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3719.0,megawatthours
2025-06-27 20:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-27 20:00:00,FPL,Florida Power & Light Co.,OTH,Other,480.0,megawatthours
2025-06-27 20:00:00,FPL,Florida Power & Light Co.,SUN,Solar,3653.0,megawatthours
2025-06-27 19:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,16303.0,megawatthours
2025-06-27 19:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3724.0,megawatthours
2025-06-27 19:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-27 19:00:00,FPL,Florida Power & Light Co.,OTH,Other,505.0,megawatthours
2025-06-27 19:00:00,FPL,Florida Power & Light Co.,SUN,Solar,4576.0,megawatthours
2025-06-27 18:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,15259.0,megawatthours
2025-06-27 18:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3724.0,megawatthours
2025-06-27 18:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-27 18:00:00,FPL,Florida Power & Light Co.,OTH,Other,508.0,megawatthours
2025-06-27 18:00:00,FPL,Florida Power & Light Co.,SUN,Solar,5359.0,megawatthours
2025-06-27 17:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,14117.0,megawatthours
2025-06-27 17:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3729.0,megawatthours
2025-06-27 17:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-27 17:00:00,FPL,Florida Power & Light Co.,OTH,Other,311.0,megawatthours
2025-06-27 17:00:00,FPL,Florida Power & Light Co.,SUN,Solar,5966.0,megawatthours
2025-06-27 16:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,13009.0,megawatthours
2025-06-27 16:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3735.0,megawatthours
2025-06-27 16:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-27 16:00:00,FPL,Florida Power & Light Co.,OTH,Other,273.0,megawatthours
2025-06-27 16:00:00,FPL,Florida Power & Light Co.,SUN,Solar,5661.0,megawatthours
2025-06-27 15:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,11819.0,megawatthours
2025-06-27 15:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3741.0,megawatthours
2025-06-27 15:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-27 15:00:00,FPL,Florida Power & Light Co.,OTH,Other,219.0,megawatthours
2025-06-27 15:00:00,FPL,Florida Power & Light Co.,SUN,Solar,4996.0,megawatthours
2025-06-27 14:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,10308.0,megawatthours
2025-06-27 14:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3739.0,megawatthours
2025-06-27 14:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-27 14:00:00,FPL,Florida Power & Light Co.,OTH,Other,214.0,megawatthours
2025-06-27 14:00:00,FPL,Florida Power & Light Co.,SUN,Solar,4409.0,megawatthours
2025-06-27 13:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,9829.0,megawatthours
2025-06-27 13:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,3738.0,megawatthours
2025-06-27 13:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2025-06-27 13:00:00,FPL,Florida Power & Light Co.,OTH,Other,156.0,megawatthours
2025-06-27 13:00:00,FPL,Florida Power & Light Co.,SUN,Solar,3130.0,megawatthours
2025-06-27 12:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,10467.0,megawatthours
