period,respondent,respondent-name,fueltype,type-name,value,value-units
2024-11-08 12:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2878.0,megawatthours
2024-11-08 12:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-08 12:00:00,FPL,Florida Power & Light Co.,OTH,Other,205.0,megawatthours
2024-11-08 12:00:00,FPL,Florida Power & Light Co.,SUN,Solar,12.0,megawatthours
2024-11-08 11:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,10172.0,megawatthours
2024-11-08 11:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2876.0,megawatthours
2024-11-08 11:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-08 11:00:00,FPL,Florida Power & Light Co.,OTH,Other,219.0,megawatthours
2024-11-08 11:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2024-11-08 10:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,9740.0,megawatthours
2024-11-08 10:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2877.0,megawatthours
2024-11-08 10:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-08 10:00:00,FPL,Florida Power & Light Co.,OTH,Other,140.0,megawatthours
2024-11-08 10:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2024-11-08 09:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,9824.0,megawatthours
2024-11-08 09:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2875.0,megawatthours
2024-11-08 09:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-08 09:00:00,FPL,Florida Power & Light Co.,OTH,Other,129.0,megawatthours
2024-11-08 09:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2024-11-08 08:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,10174.0,megawatthours
2024-11-08 08:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2876.0,megawatthours
2024-11-08 08:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-08 08:00:00,FPL,Florida Power & Light Co.,OTH,Other,127.0,megawatthours
2024-11-08 08:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2024-11-08 07:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,10910.0,megawatthours
2024-11-08 07:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2877.0,megawatthours
2024-11-08 07:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-08 07:00:00,FPL,Florida Power & Light Co.,OTH,Other,132.0,megawatthours
2024-11-08 07:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2024-11-08 06:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,11718.0,megawatthours
2024-11-08 06:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2878.0,megawatthours
2024-11-08 06:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-08 06:00:00,FPL,Florida Power & Light Co.,OTH,Other,168.0,megawatthours
2024-11-08 06:00:00,FPL,Florida Power & Light Co.,SUN,Solar,-1.0,megawatthours
2024-11-08 05:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,12880.0,megawatthours
2024-11-08 05:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2875.0,megawatthours
2024-11-08 05:00:00,FPL,Florida Power & Light Co.,OTH,Other,321.0,megawatthours
2024-11-08 04:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,14450.0,megawatthours
2024-11-08 04:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2876.0,megawatthours
2024-11-08 04:00:00,FPL,Florida Power & Light Co.,OTH,Other,405.0,megawatthours
2024-11-08 03:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,15757.0,megawatthours
2024-11-08 03:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2875.0,megawatthours
2024-11-08 03:00:00,FPL,Florida Power & Light Co.,OTH,Other,490.0,megawatthours
2024-11-08 02:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,16720.0,megawatthours
2024-11-08 02:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2875.0,megawatthours
2024-11-08 02:00:00,FPL,Florida Power & Light Co.,OTH,Other,563.0,megawatthours
2024-11-08 01:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,17065.0,megawatthours
2024-11-08 01:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2875.0,megawatthours
2024-11-08 01:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-08 01:00:00,FPL,Florida Power & Light Co.,OTH,Other,877.0,megawatthours
2024-11-08 01:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2024-11-08 00:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,17887.0,megawatthours
2024-11-08 00:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2874.0,megawatthours
2024-11-08 00:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-08 00:00:00,FPL,Florida Power & Light Co.,OTH,Other,707.0,megawatthours
2024-11-08 00:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2024-11-07 23:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,17772.0,megawatthours
2024-11-07 23:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2875.0,megawatthours
2024-11-07 23:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-07 23:00:00,FPL,Florida Power & Light Co.,OTH,Other,834.0,megawatthours
2024-11-07 23:00:00,FPL,Florida Power & Light Co.,SUN,Solar,63.0,megawatthours
2024-11-07 22:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,17478.0,megawatthours
2024-11-07 22:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2873.0,megawatthours
2024-11-07 22:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-07 22:00:00,FPL,Florida Power & Light Co.,OTH,Other,751.0,megawatthours
2024-11-07 22:00:00,FPL,Florida Power & Light Co.,SUN,Solar,611.0,megawatthours
2024-11-07 21:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,17055.0,megawatthours
2024-11-07 21:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2875.0,megawatthours
2024-11-07 21:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-07 21:00:00,FPL,Florida Power & Light Co.,OTH,Other,728.0,megawatthours
2024-11-07 21:00:00,FPL,Florida Power & Light Co.,SUN,Solar,1436.0,megawatthours
2024-11-07 20:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,16594.0,megawatthours
2024-11-07 20:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2874.0,megawatthours
2024-11-07 20:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-07 20:00:00,FPL,Florida Power & Light Co.,OTH,Other,680.0,megawatthours
2024-11-07 20:00:00,FPL,Florida Power & Light Co.,SUN,Solar,2165.0,megawatthours
2024-11-07 19:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,16200.0,megawatthours
2024-11-07 19:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2873.0,megawatthours
2024-11-07 19:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-07 19:00:00,FPL,Florida Power & Light Co.,OTH,Other,617.0,megawatthours
2024-11-07 19:00:00,FPL,Florida Power & Light Co.,SUN,Solar,2524.0,megawatthours
2024-11-07 18:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,15529.0,megawatthours
2024-11-07 18:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2873.0,megawatthours
2024-11-07 18:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-07 18:00:00,FPL,Florida Power & Light Co.,OTH,Other,397.0,megawatthours
2024-11-07 18:00:00,FPL,Florida Power & Light Co.,SUN,Solar,2838.0,megawatthours
2024-11-07 17:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,14802.0,megawatthours
2024-11-07 17:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2874.0,megawatthours
2024-11-07 17:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-07 17:00:00,FPL,Florida Power & Light Co.,OTH,Other,373.0,megawatthours
2024-11-07 17:00:00,FPL,Florida Power & Light Co.,SUN,Solar,2975.0,megawatthours
2024-11-07 16:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,14510.0,megawatthours
2024-11-07 16:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2872.0,megawatthours
2024-11-07 16:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-07 16:00:00,FPL,Florida Power & Light Co.,OTH,Other,418.0,megawatthours
2024-11-07 16:00:00,FPL,Florida Power & Light Co.,SUN,Solar,2490.0,megawatthours
2024-11-07 15:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,13781.0,megawatthours
2024-11-07 15:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2873.0,megawatthours
2024-11-07 15:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-07 15:00:00,FPL,Florida Power & Light Co.,OTH,Other,440.0,megawatthours
2024-11-07 15:00:00,FPL,Florida Power & Light Co.,SUN,Solar,1972.0,megawatthours
2024-11-07 14:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,13226.0,megawatthours
2024-11-07 14:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2874.0,megawatthours
2024-11-07 14:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-07 14:00:00,FPL,Florida Power & Light Co.,OTH,Other,448.0,megawatthours
2024-11-07 14:00:00,FPL,Florida Power & Light Co.,SUN,Solar,1405.0,megawatthours
2024-11-07 13:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,13252.0,megawatthours
2024-11-07 13:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2872.0,megawatthours
2024-11-07 13:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-07 13:00:00,FPL,Florida Power & Light Co.,OTH,Other,431.0,megawatthours
2024-11-07 13:00:00,FPL,Florida Power & Light Co.,SUN,Solar,351.0,megawatthours
2024-11-07 12:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,12741.0,megawatthours
2024-11-07 12:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2872.0,megawatthours
2024-11-07 12:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-07 12:00:00,FPL,Florida Power & Light Co.,OTH,Other,397.0,megawatthours
2024-11-07 12:00:00,FPL,Florida Power & Light Co.,SUN,Solar,2.0,megawatthours
2024-11-07 11:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,11781.0,megawatthours
2024-11-07 11:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2871.0,megawatthours
2024-11-07 11:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-07 11:00:00,FPL,Florida Power & Light Co.,OTH,Other,254.0,megawatthours
2024-11-07 11:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2024-11-07 10:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,11196.0,megawatthours
2024-11-07 10:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2869.0,megawatthours
2024-11-07 10:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-07 10:00:00,FPL,Florida Power & Light Co.,OTH,Other,185.0,megawatthours
2024-11-07 10:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2024-11-07 09:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,11196.0,megawatthours
2024-11-07 09:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2867.0,megawatthours
2024-11-07 09:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-07 09:00:00,FPL,Florida Power & Light Co.,OTH,Other,165.0,megawatthours
2024-11-07 09:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2024-11-07 08:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,11479.0,megawatthours
2024-11-07 08:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2876.0,megawatthours
2024-11-07 08:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-07 08:00:00,FPL,Florida Power & Light Co.,OTH,Other,163.0,megawatthours
2024-11-07 08:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2024-11-07 07:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,11953.0,megawatthours
2024-11-07 07:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2878.0,megawatthours
2024-11-07 07:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-07 07:00:00,FPL,Florida Power & Light Co.,OTH,Other,166.0,megawatthours
2024-11-07 07:00:00,FPL,Florida Power & Light Co.,SUN,Solar,-1.0,megawatthours
2024-11-07 06:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,12734.0,megawatthours
2024-11-07 06:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2875.0,megawatthours
2024-11-07 06:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-07 06:00:00,FPL,Florida Power & Light Co.,OTH,Other,226.0,megawatthours
2024-11-07 06:00:00,FPL,Florida Power & Light Co.,SUN,Solar,1.0,megawatthours
2024-11-07 05:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,13828.0,megawatthours
2024-11-07 05:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2874.0,megawatthours
2024-11-07 05:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-07 05:00:00,FPL,Florida Power & Light Co.,OTH,Other,402.0,megawatthours
2024-11-07 05:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2024-11-07 04:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,15275.0,megawatthours
2024-11-07 04:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2873.0,megawatthours
2024-11-07 04:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-07 04:00:00,FPL,Florida Power & Light Co.,OTH,Other,417.0,megawatthours
2024-11-07 04:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2024-11-07 03:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,16483.0,megawatthours
2024-11-07 03:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2873.0,megawatthours
2024-11-07 03:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-07 03:00:00,FPL,Florida Power & Light Co.,OTH,Other,407.0,megawatthours
2024-11-07 03:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2024-11-07 02:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,17400.0,megawatthours
2024-11-07 02:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2874.0,megawatthours
2024-11-07 02:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-07 02:00:00,FPL,Florida Power & Light Co.,OTH,Other,417.0,megawatthours
2024-11-07 02:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2024-11-07 01:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,18015.0,megawatthours
2024-11-07 01:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2874.0,megawatthours
2024-11-07 01:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-07 01:00:00,FPL,Florida Power & Light Co.,OTH,Other,583.0,megawatthours
2024-11-07 01:00:00,FPL,Florida Power & Light Co.,SUN,Solar,-1.0,megawatthours
2024-11-07 00:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,18520.0,megawatthours
2024-11-07 00:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2876.0,megawatthours
2024-11-07 00:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-07 00:00:00,FPL,Florida Power & Light Co.,OTH,Other,495.0,megawatthours
2024-11-07 00:00:00,FPL,Florida Power & Light Co.,SUN,Solar,1.0,megawatthours
2024-11-06 23:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,18133.0,megawatthours
2024-11-06 23:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2876.0,megawatthours
2024-11-06 23:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-06 23:00:00,FPL,Florida Power & Light Co.,OTH,Other,513.0,megawatthours
2024-11-06 23:00:00,FPL,Florida Power & Light Co.,SUN,Solar,56.0,megawatthours
2024-11-06 22:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,17437.0,megawatthours
2024-11-06 22:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2877.0,megawatthours
2024-11-06 22:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-06 22:00:00,FPL,Florida Power & Light Co.,OTH,Other,477.0,megawatthours
2024-11-06 22:00:00,FPL,Florida Power & Light Co.,SUN,Solar,600.0,megawatthours
2024-11-06 21:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,17506.0,megawatthours
2024-11-06 21:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2877.0,megawatthours
2024-11-06 21:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-06 21:00:00,FPL,Florida Power & Light Co.,OTH,Other,461.0,megawatthours
2024-11-06 21:00:00,FPL,Florida Power & Light Co.,SUN,Solar,1300.0,megawatthours
2024-11-06 20:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,16770.0,megawatthours
2024-11-06 20:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2875.0,megawatthours
2024-11-06 20:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-06 20:00:00,FPL,Florida Power & Light Co.,OTH,Other,533.0,megawatthours
2024-11-06 20:00:00,FPL,Florida Power & Light Co.,SUN,Solar,2042.0,megawatthours
2024-11-06 19:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,16185.0,megawatthours
2024-11-06 19:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2875.0,megawatthours
2024-11-06 19:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-06 19:00:00,FPL,Florida Power & Light Co.,OTH,Other,458.0,megawatthours
2024-11-06 19:00:00,FPL,Florida Power & Light Co.,SUN,Solar,2730.0,megawatthours
2024-11-06 18:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,16027.0,megawatthours
2024-11-06 18:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2875.0,megawatthours
2024-11-06 18:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-06 18:00:00,FPL,Florida Power & Light Co.,OTH,Other,454.0,megawatthours
2024-11-06 18:00:00,FPL,Florida Power & Light Co.,SUN,Solar,2835.0,megawatthours
2024-11-06 17:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,15244.0,megawatthours
2024-11-06 17:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2875.0,megawatthours
2024-11-06 17:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-06 17:00:00,FPL,Florida Power & Light Co.,OTH,Other,440.0,megawatthours
2024-11-06 17:00:00,FPL,Florida Power & Light Co.,SUN,Solar,2842.0,megawatthours
2024-11-06 16:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,14374.0,megawatthours
2024-11-06 16:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2876.0,megawatthours
2024-11-06 16:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-06 16:00:00,FPL,Florida Power & Light Co.,OTH,Other,429.0,megawatthours
2024-11-06 16:00:00,FPL,Florida Power & Light Co.,SUN,Solar,2524.0,megawatthours
2024-11-06 15:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,13813.0,megawatthours
2024-11-06 15:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2877.0,megawatthours
2024-11-06 15:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-06 15:00:00,FPL,Florida Power & Light Co.,OTH,Other,276.0,megawatthours
2024-11-06 15:00:00,FPL,Florida Power & Light Co.,SUN,Solar,1971.0,megawatthours
2024-11-06 14:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,13077.0,megawatthours
2024-11-06 14:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2878.0,megawatthours
2024-11-06 14:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-06 14:00:00,FPL,Florida Power & Light Co.,OTH,Other,280.0,megawatthours
2024-11-06 14:00:00,FPL,Florida Power & Light Co.,SUN,Solar,1365.0,megawatthours
2024-11-06 13:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,12840.0,megawatthours
2024-11-06 13:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2879.0,megawatthours
2024-11-06 13:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-06 13:00:00,FPL,Florida Power & Light Co.,OTH,Other,219.0,megawatthours
2024-11-06 13:00:00,FPL,Florida Power & Light Co.,SUN,Solar,352.0,megawatthours
2024-11-06 12:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,12292.0,megawatthours
2024-11-06 12:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2880.0,megawatthours
2024-11-06 12:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-06 12:00:00,FPL,Florida Power & Light Co.,OTH,Other,245.0,megawatthours
2024-11-06 12:00:00,FPL,Florida Power & Light Co.,SUN,Solar,5.0,megawatthours
2024-11-06 11:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,11408.0,megawatthours
2024-11-06 11:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2880.0,megawatthours
2024-11-06 11:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-06 11:00:00,FPL,Florida Power & Light Co.,OTH,Other,262.0,megawatthours
2024-11-06 11:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2024-11-06 10:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,10781.0,megawatthours
2024-11-06 10:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2885.0,megawatthours
2024-11-06 10:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-06 10:00:00,FPL,Florida Power & Light Co.,OTH,Other,189.0,megawatthours
2024-11-06 10:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2024-11-06 09:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,10728.0,megawatthours
2024-11-06 09:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2882.0,megawatthours
2024-11-06 09:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-06 09:00:00,FPL,Florida Power & Light Co.,OTH,Other,167.0,megawatthours
2024-11-06 09:00:00,FPL,Florida Power & Light Co.,SUN,Solar,-1.0,megawatthours
2024-11-06 08:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,10988.0,megawatthours
2024-11-06 08:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2881.0,megawatthours
2024-11-06 08:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-06 08:00:00,FPL,Florida Power & Light Co.,OTH,Other,170.0,megawatthours
2024-11-06 08:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2024-11-06 07:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,11407.0,megawatthours
2024-11-06 07:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2882.0,megawatthours
2024-11-06 07:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-06 07:00:00,FPL,Florida Power & Light Co.,OTH,Other,174.0,megawatthours
2024-11-06 07:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2024-11-06 06:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,12100.0,megawatthours
2024-11-06 06:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2883.0,megawatthours
2024-11-06 06:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-06 06:00:00,FPL,Florida Power & Light Co.,OTH,Other,208.0,megawatthours
2024-11-06 06:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2024-11-06 05:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,13002.0,megawatthours
2024-11-06 05:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2878.0,megawatthours
2024-11-06 05:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-06 05:00:00,FPL,Florida Power & Light Co.,OTH,Other,341.0,megawatthours
2024-11-06 05:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2024-11-06 04:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,14324.0,megawatthours
2024-11-06 04:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2879.0,megawatthours
2024-11-06 04:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-06 04:00:00,FPL,Florida Power & Light Co.,OTH,Other,428.0,megawatthours
2024-11-06 04:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2024-11-06 03:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,15658.0,megawatthours
2024-11-06 03:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2880.0,megawatthours
2024-11-06 03:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-06 03:00:00,FPL,Florida Power & Light Co.,OTH,Other,398.0,megawatthours
2024-11-06 03:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2024-11-06 02:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,16675.0,megawatthours
2024-11-06 02:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2874.0,megawatthours
2024-11-06 02:00:00,FPL,Florida Power & Light Co.,OIL,Petroleum,0.0,megawatthours
2024-11-06 02:00:00,FPL,Florida Power & Light Co.,OTH,Other,520.0,megawatthours
2024-11-06 02:00:00,FPL,Florida Power & Light Co.,SUN,Solar,0.0,megawatthours
2024-11-06 01:00:00,FPL,Florida Power & Light Co.,NG,Natural Gas,17434.0,megawatthours
2024-11-06 01:00:00,FPL,Florida Power & Light Co.,NUC,Nuclear,2876.0,megawatthours
